publishedAt,authorDisplayName,comment,likeCount
2023-05-05T09:42:55Z,Mohamad Izudin,Anis -  Bamukmin...pasangan ideal.,0
2023-05-05T09:42:52Z,Jimmy Siswanto,"Kalo sesuai survey, putaran kedua bakal Ganjar &amp; Prabowo, Pendukung Anies pasti pilih Prabowo atau golput, dan beliau bisa jadi pemenangnya. Untuk menang, Ganjar harus mengambil hati pendukung Jokowi yang sekarang memilih Prabowo.",1
2023-05-05T11:54:12Z,GBT FEST,Secara mimik muka pa Jokowi tidak senang dengan pemilihan capres menunjuk ganjar,1
2023-05-05T09:41:53Z,Sar Wono,Ayo donk di bentuk kualisi perubahan biar bsa korupsi berjamaah lagi katakan tidak kkk kkkk kkkk hahaaa,0
2023-05-05T09:40:35Z,kurnia rachman,"SAYA GAK NGERTI SAMA ELIT2 PARPOL INI , COBA EVALUASI PASCA  REFORMASI,YG JADI PRESIDEN ORANG MANA SAJA, POSTUR TUBUHNYA GIMANA TERUS JANGAN NGOTOT2 PENGEN JADI PRESIDEN LAH KALAU SUDAH LIHAT KEBELAKANG GIMANA, SEPERTI APA , BUANG BUANG UANG AJA, UJUNG UJUNGNYA HEAD 2 HEAD  JILID 3 DI MK,   DAN YG BAKAL MENANG SIAPA, PAHAM KAN YG SAYA MAKSUD.",0
2023-05-05T09:39:50Z,Ahmad Setiawan,Mau mau ny milih capres yg menghancur kan harapan masyarakat indonesia jd tuan rumah piala dunia,0
2023-05-05T09:39:33Z,bebek kecil,Hehehe,0
2023-05-05T09:38:59Z,Aria Prabowo Tedjo,"PD dan kel cikeas mikirin rakyat?? Mikirin anaknya sby<br>Anis perubahan?? Engga bisa kerja, gubernur goblok.",0
2023-05-05T09:36:09Z,RAS Channel,"Cukup kita lihat dlampang spti ap, jdi bisa kita lihat siapa yg lbih ugul, survy hanya pembodohan...Pak Anis kemana2 gk pernah spi sambutan...2024 pemimpin yg cerdas bijaksna sopan santun pak Anis",0
2023-05-05T09:35:12Z,Najamuddin,Hanya Anis yg punya gagasan masa depan Indonesia yg lain polongo polongo.,0
2023-05-05T09:35:09Z,Fulz n Vanz,boleh donk ke setiap survei.. buka data sebaran ambil sample nya beerapa dan siapa aja.. coba berani gx ?,0
2023-05-05T09:35:08Z,Sar Wono,Muhaimin dri dulu g laku di jual hahaaa,0
2023-05-05T09:30:19Z,BaHLuL LuuL,Yang menentukan siapa menang siapa kalah itu KPU.,0
2023-05-05T09:29:10Z,junaedi pkn,Save Prabowo -Mahmud,0
2023-05-05T09:28:37Z,Mang Iyek,"pasti pak anis,,",0
2023-05-05T09:28:19Z,Octomoeb Vlog,"Mendengar apa yg dikatakan PKB kok jadi ketawa ngakak, dia bilang siapapun klo cawapresnya muhaimin pasti menang, 😅😅😅😅😅, padahal prabowo emoh klo wakilnya muhaimin karena menilai bahwa muhaimin itu tdk bisa menambah perolehan suara buat prabowo, bahkan hasil survei pemilih PKB itu lebih memilih Ganjar daripada muhaimin 😅😅😅",8
2023-05-05T09:27:48Z,Firstdongers,Tetap prabowo yg terbaik untuk bangsa ini 👍,0
2023-05-05T09:27:39Z,Mohammadridwan Ridwan,Ganjar Pranowo 👍,1
2023-05-05T09:26:59Z,Hin Harris,"P Anies selalu konsisten di urutan ke 3..tapi setiap hari selalu diserang, difitnah..lucunya yah. Knapa bukan Prabowo yg diserang karena beda tipis dgn GP. Ko ketakutannya terlalu ke p Anies??? Saran saja ke tukang survey tanggung GP 32%, sekalian saja 65%, Prabowo 30%, Anies 5%..klo begini Anies artinya bukan halangan..tukang survey sekarang moral nya sdh tdk jujur, dgn uang semua bisa diatur, tergantung pesanan.. GP saja dgn provinsi termiskin ko bisa jd gub terbaik...lucunya negri ini😂😂😂",0
2023-05-05T09:25:05Z,Supriyono,"Apapun alasannya dari Demokrat, AHY belum waktunya untuk jdi Cawapres",0
2023-05-05T09:24:52Z,Mulyono Wiryosentono,Saya akan milih YARB jika beliau menjauhkan diri dari HRS HTI FPI PA-212 dan gerombolan KHILAFAH,0
2023-05-05T09:24:51Z,BIN45,Ganjar-jokowi cocok,0
2023-05-05T09:23:17Z,Fery Slow,"Mau hasil survei 100% pun gak ngaruh buat saya, pilihan saya tetap pak anis,pak Anis selalu di hati 💪💪💪💪",0
2023-05-05T09:22:21Z,Bahard Hard,Insyaallah Prabowo Presiden 2024,0
2023-05-05T09:19:55Z,lek warno,Jangan percaya surve bayaran . Yg membayar pasti dimenangkan.,0
2023-05-05T09:19:42Z,Agus Setyono,Untuk 2024 RI pny 2 presiden :   1.Presiden survey              2.Presiden rakyat ind,0
2023-05-05T09:19:38Z,Oyen Kecil,GANJAR _ PRABOWO sudah FiX 👍,0
2023-05-05T09:19:10Z,Supriyono,Kebalik mas......klau cawapresnya dari PKB siap2 untuk kalah,0
2023-05-05T09:18:48Z,Adam Wahyudi,Metro TV aja memberitakan survei Pak Ganjar di urutan teratas kok golongan kadrun masih gak bisa menerima kenyataan?,4
2023-05-05T10:32:11Z,Adam Wahyudi,@cecep suryadi terus aj halu!<br>Berapa lembaga survei yang mengungulkan Pak Ganjar?<br>Selalu pak Ganjar menjadi teratas!<br>Hanya kadrun aja yang menarasikan &quot;survei bayaran&quot; hanya untuk menjatuhkan Pak Ganjar.<br>Gak ngaruh drun!,0
2023-05-05T10:23:41Z,cecep suryadi,Saya gak percaya sama survey<br>BAYARAN...,2
2023-05-05T09:17:17Z,BIN45,"Anies ttp konsisten, bgus, konsisten no 3😂",0
2023-05-05T09:16:42Z,Sastra Wiguna,KPU nya di otak atik... Jd amburadul.... Coba netral tanpa memihak dan tanpa sogok menyogok.... Memajukan bukan merusak...,0
2023-05-05T10:27:51Z,Faiz Samal,S7.. KPU tidak netral..,0
2023-05-05T09:15:35Z,Pak Alamsyah,Orang cerdas dan detail pasti pilih anis,0
2023-05-05T09:15:27Z,Daohencatv,Ganjar Ganjar yessss 💪💪💪💪,0
2023-05-05T09:14:01Z,perumbaros kencana,"Survey abal2....masa pa anies duluan deklarasi, keliling hsmpir seluruh RI, diliput terus Metro TV tetep di urutan 3",0
2023-05-05T09:13:56Z,Pepen Epen,Tukang survey ngibulllllll.... <br>Hoax hanya d bayar.. <br>Mending liat tukang sulap gw d jalan2. lebih percaya dn Riel....,0
2023-05-05T09:13:31Z,Bhia Fals,"Elektabilitas alabatan pesanan cepat rubah nya,,yg survei kurang ngopi x ,,klau survei yg jjr live di TV ,,",0
2023-05-05T09:12:16Z,Fery Santoso,Sy pilih bpk Anies Baswedan,0
2023-05-05T09:11:53Z,hasan abrori,"Sudah cukup 2 kali memiliki seorang Presiden dari Petugas Partai dan sudah cukup 2 kali memilih Pak Prabowo. Pada Tahun 2024 akan memilih Presiden yang memiliki sifat amanah, tabligh, Siddiq dan Fathanah yang ada pada diri Mas Anies Rasyid Baswedan ❤",39
2023-05-06T03:04:37Z,Harun Arasyid,"@Aant Kawier85 dulu ada yg meng identitas kan diri kau anggap salah, knp anda skrng ikut mengidentitaskan diri,,? Apa bedanya anda dgn yg suka mengidentitaskan diri? Sama saja dong, maling teriak maling dong? 🫢😃🙏",0
2023-05-06T02:52:27Z,Aant Kawier85,@Harun Arasyid yg selalu meng identitas kan kelompok kab dridulu pihak kalian walopun seperti apa kebaikan ganjar atau Prabowo sama kalian jg tetep dianggap jelek.karna otak kalian sudah di doktrin kebencian.padahal kalo harus nya negara kita sudah tidak dijajah.eee malah seandainya anis yg mimpin kan bkn orang Indonesia asli.lah mau jd negara apa NKRI ini?HTI isis tumbuh peaat.belajar sama&quot; yh,0
2023-05-06T01:10:00Z,Nur Nur,Anies terbaik,1
2023-05-06T00:01:58Z,Harun Arasyid,"@Aant Kawier85 nah omongan anda ini namanya politik identitas, politik identitas bukan cuma agama tp jg bisa keturunan, suku dll. Coba belajar lg ya, biar komennya kelihatan pinter, mn bisa org dukung ganjar  kl pendukungnya seperti anda, hadeeehh...🫢😃😃😃🙏",0
2023-05-05T23:57:56Z,Harun Arasyid,"@Ariesta Gen iya semua anak bangsa yg terbaik, dan sy pilih anies",1
2023-05-05T09:11:14Z,Pak Alamsyah,Isaalloh Anis menang,0
2023-05-05T09:10:42Z,Pak Alamsyah,Isaalloh Anis menang,0
2023-05-05T09:10:12Z,Sugeng Suyanto,Jangan percaya survei abal2 semua itu bisa beli dan siapa yg memesannya pokoknya Anies yg terbaik 2024 😂😂😂,0
2023-05-05T09:09:43Z,Mohammad Sodik,Ganjar terbaik for presiden 2024,0
2023-05-05T09:09:22Z,A,"Sirvai dagelan,yg betul Anis 80%👍👍👍👍",0
2023-05-05T09:09:21Z,Global Ponsel,Lembaga survei=lembaga hantu belau,0
2023-05-05T09:08:19Z,kesuma wati,survey abal abal bukan penentu negara ini.....,0
2023-05-05T09:07:57Z,Sofyrizal 007,Survei abal2 tu.,0
2023-05-05T09:06:04Z,Gula Jawa,"2024 ada ganjar,2029 ada gibran,trs yg laen menangnya kpn?🤣😀",0
2023-05-05T09:05:54Z,Agus Supriyanto SH,Coba ganti tukang survei yg tidak bayaran..,0
2023-05-05T09:05:33Z,Aray semarong,"Zaki zakii,mending lo ngidup ayam ja buat di jual pecel lele.<br>Mata org bh sdh tdk buta lagi skg telinga org org bh tdk tuli juga",0
2023-05-05T09:04:48Z,Edy Widjajanto,Insya Allah Bpk Ganjar Pranowo sang Penerus Bpk Jokowi akan menjadi Presiden RI 2024-2029.. Aamiin..,0
2023-05-05T09:04:14Z,Zeus Rabby,"sebenarnya tidak ada survei. Yg ada hanyalah analisa pilitik. ganjar tertinggi karna dia orang jawa tulen, didukung NU yg hidup dibawah ketiak PNI yg kemudian menjadi PDIP / orde lama disebut nasakom, PDIP partai penguasa, punya mendagri KPU dan BAWASLU, punya PLT gub - walikota dan bupati.",0
2023-05-05T09:04:14Z,Tarsan Sangalas,PK Jokowi sllu di hati rakyat Indonesia pk Ganjar siaap di nanti istana 🤲,3
2023-05-05T09:03:47Z,zerolic Argon,"Yang ditakutkan elit yg tdk suka Anies Presiden,  Kalau terjadi putaran ke dua  Antara Ganjar dan Anies, suara Prabowo banyak yg Lari ke Anies.​",0
2023-05-05T09:03:24Z,Sumarni Warno,"Siapa yang bayar uang banyak, dia yg teratas, aku Ra percoyo dengan survai",0
2023-05-05T09:02:52Z,Faturrah Man,Gnjr mahfud md,0
2023-05-05T09:02:49Z,Achyar Rommo,Borax....,0
2023-05-05T09:02:45Z,Satibi Nawiri,Survey yg akurat adalah Poling langsung lewat yutub.... Kl survey lewat lembaga survey ya yg menang yg bayar.......,0
2023-05-05T09:02:33Z,Watmi Watmi,Opi Iyo tohhh,0
2023-05-05T09:01:33Z,Ucup Supriyadi,Erik rohir mah kelautin saja lah...,0
2023-05-05T09:01:10Z,Miftah Huda,GANJAR PRANOWO PRESIDEN,0
2023-05-05T09:00:30Z,Mas Boyo,"Ayo partai partai yg lain mending gabung sama partai PDIP,,.udh jelas pak Ganjar merakyat,,knapa partai yg lain gk percaya diri  muter muter kesana kesini melulu,,ayo Indonesia bersatu",0
2023-05-05T08:59:58Z,Gunadi Syarifuddin,"Pemilu lalu survey itu meleset nya 100%+ apa sudah bubarkan diri, biar bisa dipercaya enak di dengar, dan dirasakan.....??😆🇮🇩🇮🇩🇮🇩",1
2023-05-05T08:59:34Z,ahmad sumedi,Semua orang tak percaya survei Abal Abal bayaran..... semua dukung anies baswedan ...ganjar di akar rumput tak laku,0
2023-05-05T08:59:16Z,Gunaone Wan,Terserah anies cawapresnya tp anies gk berani ambil keputusan nunggu jurangan dulu😁😁😁😁,0
2023-05-05T08:59:04Z,Gunaone Wan,Terserah anies cawapresnya tp anies gk berani ambil keputusan nunggu jurangan dulu😁😁😁😁,0
2023-05-05T08:58:24Z,Indra Wan,Kalo saya sih sejak dulu gak pernah percaya yah kalo berita yang di siarkan oleh METRO TV.. karna banyak berita yang menyimpang 👎👎,0
2023-05-05T08:57:07Z,Zainal Wahid,Survei abal2 bayaran,0
2023-05-05T08:56:01Z,AM | CHANEL,Aneh... Lebih percaya tukang bakso. Daripada si tukang survey bayaran..,0
2023-05-05T08:55:23Z,Java tani17,INI ADALAH WAKTU PAK PRABOWO....,0
2023-05-05T08:55:11Z,Abu Hanafi,Pantas lah .survay di lakukan terturup. Penghitungan suara pilpres juga dilakukan tertutup. Pengumuman tengah malam .pelantikan malam malam. Lalu ini lembaga survay condong ke ke mana? Bagaimana dengan survay CNBN? Siapa yang unggul?,0
2023-05-05T08:55:02Z,Agus Kusbiantoro,Partai demokrat partai kaum koruptor dan narkoba.,0
2023-05-05T08:54:53Z,Ni'matul Maula,"<b>pokoknya klo bukan Nisnis yang unggul, kadrun gak bakal percaya survei... 😀😁😂.</b>",0
2023-05-05T08:54:50Z,Dev Rizal,Pileg presiden Gerindra menang,0
2023-05-05T08:54:35Z,Dev Rizal,Dibandingkan yg lain junior semua orang gk berbakat lbh bgs. Cocok presiden Prabowo pengalaman byk,0
2023-05-05T08:53:25Z,Dhyra Spectra,Saya lebih suka pak prabowo di duetkan dengan pak ganjar <br>Kenapa <br>Seperti biasa kebijakan presiden yg baru selalu bertentangan dengan presiden yg lama <br>Seperti pembelian alutista baru TNI dan lain lain nanti akan batal,0
2023-05-05T08:53:21Z,Dev Rizal,Prabowo Subianto cocok penerus Jokowi brrbakat amanah pengalaman cocok penerus jokowi,0
2023-05-05T08:52:17Z,Agus Kusbiantoro,Pertai demokrat kelas pengemis tapi    sudah sombong.,0
2023-05-05T08:51:50Z,Yudi 99,Masalah.surfei....ya.naik..turun..tapi...di.mata.rakyat...pak.ganjar...mahmud..kerja.nyata..ngk.banyak...kata.kata....tak.banyak.wacana.....,0
2023-05-05T08:51:26Z,Olih Vita Hartanti,Pa ganjar makyos maju tak gentar maju teruuuuuuus,0
2023-05-05T08:48:07Z,Yudi 99,Cocok.ganjar..mahmud,0
2023-05-05T08:47:50Z,meginza m93,Pk ganjar pilihanku,1
2023-05-05T08:47:16Z,Sugi Yanto,anies........tetap aniess.....,0
2023-05-05T08:46:59Z,Andrias Supriyanto,Survey menurut gua hanya bullshit..yang disurvey siapa ? nyatanya dari jaman dulu gua pernah sama sekali ditanyai lembaga survey..😂..,0
2023-05-05T08:45:42Z,dwi budi isworo,Cak Imin kok nggak ada peminatnya ya😂pdhal PKB besar jaman gusdur..,0
2023-05-05T08:45:14Z,Andri Putra09,Alhamdulilah pak Ganjar tetap yg terbaik pilihan ku,1
2023-05-05T08:44:33Z,Muhammad Wibowo,Basmallah saya masih Pilih Prabowo Subianto,0
2023-05-05T08:44:12Z,Nar Nanto,Yg disurvey daerah mana tuh?,0
2023-05-05T08:43:59Z,Sofyan Low,Kontradiktif dengan realita di lapangan... saya meyakini Pk Anies memimpin dengan satu putaran..<br>Karena kondisi sangat berbeda dgn pilpres 2014 dan 2019.. rakyat sdh tdk bisa dibohongi lagi..,9
2023-05-06T00:34:39Z,put put,@Alma Muhamad ini letak kebodohan mu..kalau ini surve tidak valid dan diragukan...lu mikir ..ini media siapa..metro tv punya Surya Paloh..Nasdem pendukung Anies..<br>Giliran Anies diatas surve kalian teriak sujud syukur teriak2 ini baru bener..giliran suara di bawah teriak surve bayaran..negara dan sistem aja akui ini surve kredibel..lu nya aja main kurang jauh..,0
2023-05-05T17:36:48Z,Alma Muhamad,YANG DI SURVEY B MUHTADI ANGGOTA WAG PDI-P YA UDAH PASTI YANG UNGGUL ELEKTABILITAS YA GANJAR,0
2023-05-05T14:06:41Z,setiawan fams,Anis sama ahy selalu rendah angka surveynya.<br>Kaya sengaja ngga sih hehehe,0
2023-05-05T12:54:40Z,put put,"Lapangan mana,??",0
2023-05-05T11:09:44Z,James Bond,"Ya jelas berbeda dg skrg, jokowi sdh melakukan perubahan bsr2an dibidang infrastruktur, hukum, demokrasi dll tp perubahan yg dilakukan jokowi hrs berkesanambungan bukan dirubah lg menurut selera presiden yg akan dtg",1
2023-05-05T08:43:33Z,Syahwan Rama,"saran untuk anis udah kasih daerah otonom az Kec, Petamburan",0
2023-05-05T08:42:31Z,Taufik Djohar,kepuasan pemerintah berdasarkan survey tinggi....? 😊😊,0
2023-05-05T08:41:20Z,Hardianto Budiman,YOHABAS+AHY Adalah PASANGAN IDEAL RASIONAL OBYEKTIF DENGAN JARGON PERUBAHAN PERSATUAN  YANG MELEKAT PADA BaCaPres &amp; BaCaWaPres Tapi Kenyataan nya  BERTOLAK BELAKANG DENGAN REKAM JEJAKNYA! FENOMENA INI APA BISA DIPERTANGGUNG  JAWABKAN?,0
2023-05-05T08:40:52Z,TRI BASUKI,"biasanya kalu lembaga survey ramee rame mengungulkan salah satu calon ,direalcount tidak akanjauh Ganjar Menang apapun caranya,Anis hanya menang di medsos dan internet(kalangan terpelajar),tapi dipedesaan akan kalah karena orang desa pegang  cangkul dan TV mainstream bukan smartphone",0
2023-05-05T08:40:32Z,Khoirul Anwar,Prabowo presiden 2024,0
2023-05-05T08:40:28Z,Loo Robby,"BPK PRABOWO harus maju sebagai CAPRES, dg tujuan menggerus pemilih anis. Krn pemilih anisbsm Bpk Prabowo hampir 2x sama. Sedangkan pemilih Pak Ganjsr beda sama sekali, jd tdk ada hubnya baik anis ataupun Bpk Prabowo mencalonkan diri sbg Capres. Sekenarionya putaran 2 adalah Bpk Ganjar vs Bpk Prabowo.",5
2023-05-07T00:58:37Z,Jonathan Gunawan,"@Nyoman Susanto O, gitu, ya. Makasih balasannya.",0
2023-05-07T00:31:56Z,Nyoman Susanto,@Jonathan Gunawan pendukung Prabowo yg saat ini menurut survey krna pemilih Jokowi yang dulu berpindah ke Prabowo krna Jokowi sering semacam memberi restu k Prabowo...  <br>Makanya Jokowi terlihat sangat ingin menduetkan Ganjar Prabowo agar bisa menang satu putaran,0
2023-05-06T23:59:46Z,Jonathan Gunawan,"Analisis saya malah sebaliknya. Justru pendukung Prabowo, jika Prabowo kalah di putaran pertama, maka sebagian besar pemilih Prabowo akan lari ke Anies. Fenomena ini yg harus diwaspadai oleh partai pengusung Ganjar.",0
2023-05-05T09:14:21Z,Nyoman Susanto,Kalau pak Prabowo tdk maju maka Ganjar presiden...,0
2023-05-05T08:40:02Z,lawan buzzet,Survei   alat politik mana ada yg percaya...,0
2023-05-05T08:39:53Z,Sudar Hadi,"halah surve bal abal, kalau berani surve terbuka, tapi biar senang pendukungnya den bokep...gak pa2....😁😁😁",0
2023-05-05T08:39:35Z,Upin Ipin,Berapapun elekstabilitas para capres cawapres pilihanku tetap Anies Ahy,0
2023-05-05T08:38:51Z,n,berhentilah tayangkan survey sureveyan berbayarr.  Itu cuma pembohongan publik untuk mensetting opini. bisa rusak otak bangsa ini jika begini terus. <br><br>Tak usahlah ada pemilu tulis tangan aja hasilbya nanti di TV,0
2023-05-05T08:38:43Z,Pak subardi,Semoga Anislah yg dapat amanah rakyat jadi presiden petugas rakyat<br>Beliau cerdas cakap cakep jujur amanah iklas jauh dari pencitraan  tampak penuh denga keiklasan,0
2023-05-05T08:36:01Z,Suroto Uyeee,"Yang pasti bukan Anis pilian,ku.",0
2023-05-05T08:35:12Z,Moh Sufriadi,"Mahfud MD kemana? Sudah jelas2 elektabilitas tinggi masak gak masuk 10 besar,  makin gak percaya sama lembaga survei",0
2023-05-05T08:34:47Z,Mas Eko,Bang Andre mendorong ahy tuk  wafres nya Anis <br>Karena bang Andre punya perhitungan supaya mudah prabowo mengalahkan anis,7
2023-05-05T15:31:31Z,Ria Cinta,"Politik anies kan agak kotor menghalalkan berbagai cara untuk mendapatkan kekuasaan,bicaranya memang lembut tapi hatinya wow keren",1
2023-05-05T15:31:03Z,Ria Cinta,"Politik anies kan agak kotor menghalalkan berbagai cara untuk mendapatkan kekuasaan,bicaranya memang lembut tapi hatinya wow keren",1
2023-05-05T08:32:38Z,Yeti Suhaeti,Survei dagelan!!!!ga ngaruh !!!!,0
2023-05-05T08:32:05Z,Merah Putih,"Membaca hasil survey pada saat pilkada DKI 2017 ternyata banyak meleset, perlu instrumen yg lebih valid untuk baca hati rakyat",22
2023-05-07T12:56:58Z,bungsil official,@Waru Hijau Poultry kwkwkwkw..... Trus elu dukung Anis bas edan. Dari yaman..... Pinter kata kata gk becus kerja wajar dosen. Teori no 1 kerja 0....kn sebangsa lu yng nyebar Hoax... Ganjar pelukan sama cewek muda.. Kwkwk bodo nya gk ketulungn pdahl meluk istrinya sendiri.... Ayoooo.... Dri dulu kn pasukn elu yng pinter fitnah dn Hoax. Hari gini gk mempan. Drunnnnnnnnnnn..,0
2023-05-07T07:46:58Z,karunia elektrik,"Ayat dan mayat sudah tidak berlaku lagi,",1
2023-05-07T06:49:43Z,Merry Rian,"@sugeng supriyanto Betul,,<br>Rakyat Jatuh Cinta Kpd Anies = Kadrun Keblinger..",2
2023-05-07T01:12:59Z,Bimago Yogyakarta,​@sugeng supriyanto survey baru ini😂😂,0
2023-05-07T00:15:28Z,Giri Samudra Aji,Survei Meleset... kalau kampanye model MENGANCAM pakai MAYAT dan AYAT ditambah dengan diintimidasi dengan demo bersilit-silit...,1
2023-05-05T08:31:56Z,Akun Parso,"Saya rayat kecil ,ganjar sandi aga.itu pasti menang",0
2023-05-05T08:30:46Z,Rante Batti,ganjaridwan,0
2023-05-05T08:30:13Z,Apriyantodaminto,Burhan  lembaga sorpe pro Ganjar bohong,0
2023-05-05T08:27:46Z,Saiful Huda,KIB hrs klier n klier mengusung capres n wapres sendiri. jgn mendukung capres dr partai lain.,0
2023-05-05T08:26:29Z,Syamsudin Kadir,"Anies Baswedan menang di TPS, bukan di survei. Survei sih cuma 2.000 pemilih. Kalau TPS puluhan bahkan ratusan juta pemilih.",1
2023-05-05T08:25:29Z,ABDUL HADI,Yg di Survei genderuo dedemit tuyul iblis,0
2023-05-05T08:25:28Z,Jaya badawi,Lembaga Abal abal. Banyak omong kosongnya.,0
2023-05-05T08:25:22Z,Winny,survey hanya gambaran<br>intinya siapapun yang NU dari dulu pemegang kendali,0
2023-05-05T08:25:15Z,Ciekrie,Jagoan Metrotv semakin nyungsep.,0
2023-05-05T08:25:01Z,Suhendar,"Zaki nyerocos terooosss, ngerasa dia yg paling bener",0
2023-05-05T08:21:22Z,Polowijo Ijo,PRABOWO pilihan keluarga besarku<br>PRABOWO pilihan mayoritas lingkunganku,0
2023-05-05T08:20:23Z,Benito929,survey bayararan semua....$$,0
2023-05-05T08:19:47Z,Vega Depo,Di tv sblh Prabowo unggul,0
2023-05-05T08:19:46Z,Harminanto,Tim survey itu beaya sendiri atau ada yang membeayai ya...,0
2023-05-05T08:19:25Z,Indar Jaya,Inikan pilihan lembaga surve . Yg berhak memilih presiden  warga masarakat Indonesia.,14
2023-05-07T06:06:57Z,Indar Jaya,@IQBAL bukan Ganjar aja yg disambut oleh rakyat.prabowo dan Anis juga disambut oleh rakyat.,0
2023-05-06T20:28:00Z,Indar Jaya,@Fakhih Sukma terus kalau jalur indefenden tidak pakai partai bro. Mikirrr,0
2023-05-06T16:52:44Z,Fakhih Sukma,"@Indar Jaya capres, Gub, walkot n bupati adlh petugas partai Krn diusung oleh partai. Mikiiirr!!!",0
2023-05-06T16:51:29Z,Fakhih Sukma,Yg disurvey itu jga pemilih alias WNI yg pya hak pilih,0
2023-05-06T16:27:00Z,robi.frianto,"Kalau pendapat saya, ganjar, dan hay tegas bermatabat ?",0
2023-05-05T08:19:11Z,Gowes Boyot,SurveyRp,0
2023-05-05T08:19:02Z,Hery Prabowo,Perubahan dr BAEK jd BURUK klo capres nya yohanis !!,0
2023-05-05T08:18:48Z,Neng Arsiylla,Ttp pa Anis the best,0
2023-05-05T08:18:43Z,Erry Syambudi,Ganjar presiden2024 pilihan rakyat tegas dan merakyat ayo kita dukung bersama di pilpres.,0
2023-05-05T08:18:25Z,Catur Karyadi,"Aku kok berharap AHY jadi cawapres.<br>Dia muda, representasi anak muda.<br>Tugas Demokrat meyakinkan koalisi.",5
2023-05-05T09:12:22Z,Pur Wanto,Aku jg😄,1
2023-05-05T08:43:56Z,Rosi Iswara,setuju shy muda keren cocok untuk cawapres klo ahy g cawapres saya g milh,1
2023-05-05T08:16:27Z,Anugrah Putra,Dunia  ini penuh sandiwara...,0
2023-05-05T08:15:22Z,Aida Azahra,Anis yessss,0
2023-05-05T08:14:53Z,Andri Alfariq,Poling terbuka saja dusemua tv nasional biar lebih ril karna hanya orang dungu yg percaya surfe hari gini.,0
2023-05-05T08:14:18Z,Irama Qalbu,Survei jgn terlalu dipercayai.... tdk tertutup kemungkinan disesuaikan berdasarkan pesanan..,1
2023-05-05T08:14:01Z,Agustina Smg,Lebih percaya polling CNBC dan ILC...yg lain survey bayaran,0
2023-05-05T08:13:48Z,Zulbahagiani Officials,aneh gak masuk akal elektebilitas anis paling rendah tapi kok di takuti dan di jegal..gak pake otak yg jegal,0
2023-05-05T08:13:43Z,Slamet Mujahidin,Survai sekarang ga bisa di percaya.rakyat dah cerdas ko,0
2023-05-05T08:13:03Z,Nurmi Pianka,Yes pak ganjar lebih tinggi moga tetap bertambah lagi untuk pak ganjar,2
2023-05-05T11:56:13Z,Ace Apung Setiadi,tambah nonton bokep,0
2023-05-05T08:12:03Z,Priyo,IKUT KOMANDO HABIB RIZIEQ,0
2023-05-05T08:09:41Z,Ydkhae Laab,Realita Politik sesuai Fakta &amp; Masuk akal dpt diterima Nalar. Pasangan GANJAR - ERICK Lebih mewakili Aspirasi Rakyat Indonesia. GANJAR - ERICK Presiden &amp; Wapres 2024.,5
2023-05-06T00:57:07Z,PRIVATE CONFIDENTIAL,Rakyat yg mana? Rakyatmu,0
2023-05-05T17:55:35Z,Veri penjara,Realita menurut kamu kami anis,0
2023-05-05T11:12:19Z,sugeng supriyanto,"PREDIKSIKU berdasarkan ANALISA POLITIK saya, PILPRES 2024 ada 3 CAPRES, dan  terjadi 2x Putaran.<br>Di Putaran Pertama selisih suaranya sangat  tipis dan super ketat dari ketiga CAPRES, semuanya dibawah 40%<br>Di Putaran KEDUA  GANJAR atau PRABOWO akan berhadapan dg ANIES, dan Di MENANGKAN oleh ANIES BASWEDAN dengan selisih suara yg tipis, sekitar 4% - 8% suara.<br>KESIMPULAN saya, KOALISI Sebesar Gunung Himalaya pun, akan tetap KALAH dg ANIES BASWEDAN, karena HATI RAKYAT sudah terlanjur jatuh cinta kepada ANIES",0
2023-05-05T09:07:53Z,Ydkhae Laab,@Andika Purnomo sekrg p Erick wapres dl ya Insya Alloh jd,0
2023-05-05T08:47:41Z,Andika Purnomo,Ganjar-erik? <br>Lebih pinter wapres nya timbang capres nya 😂,0
2023-05-05T08:09:39Z,,Ganjar Sandiaga ok<br>Ganjar Erick ok,0
2023-05-05T08:09:25Z,sochi_sundaness,Survey di taro d buncit tapi segala cara di lakukan spya Anies gagal nyapres🤣🤣 sampe2 istana negara sdh sprti warung kopi hanya orang TOLOL aja yang percaya survey,0
2023-05-05T08:08:52Z,knight24474,Kenapa di metrotv pa anies konsisten di ranking 3 terus??,0
2023-05-05T08:08:47Z,Herry Bwi,JELAS GANJAR PEMENANGNYA😅,0
2023-05-05T08:08:38Z,Aidos Sutra,Absolutely survey koplak. Sgr2 tidak bisa dipercaya survey ini,0
2023-05-05T08:08:19Z,Lucyana Ratmaka,Bersyukur pak ganjar mash tertinggi  kalau golkar gerinda nanti kalah jadi oposisi .biarkan pemerintah baru yang memimpin,0
2023-05-05T08:07:58Z,Munajat LUUUARR BIIIASA Cinta,Surve oligarki burhan cs .....yg riel surve ilc gk ada rekayasa gk ada yg biayai suceng anis lending,0
2023-05-05T08:07:31Z,agus salim,Ga tebalik tuh...bukanya Anis yg pertama....yakin tuh..tar malu lagi yg surpai....,0
2023-05-05T08:07:26Z,Pipie Mimie,Pak ganjar❤❤❤,0
2023-05-05T08:05:55Z,wiyarso setyo b,gatot mana ya?,0
