publishedAt,authorDisplayName,comment,likeCount
2023-05-05T20:23:04Z,aj jay,persetan dgn survai yg penting penyelenggara tidak curang .,0
2023-05-05T20:11:45Z,Amar Mx,Tetap pak Prabowo,0
2023-05-05T20:05:15Z,dwi karunia rizki,"Ini berat, prabowo dilema klo cawapresnya imin.",0
2023-05-05T19:58:34Z,Saharun,"Maz zaki..., tolong d jelaakan ya perubahan apa yg ingin d capai...????? Klo mas AHY apa yg bisa d andalakan., perubahan menuju kehancuran.?????? Ataw perubahan seperti anda dan mas anis perubahan pemimpin dari yg byak kerja perubahannya jdi yg byak bicara..<br>Klo mas anis perubahannya yg d andalakan cma ngubah nama sesuatu.., ujung2 UUD45 dia ubah jadi undang2 4mata..😂😂😂😂😂😂😂😂",0
2023-05-05T19:53:28Z,Apriyandi Kelana,Ganjar Pranowo.                 &quot;Topmarkotop-lah&quot;!!,0
2023-05-05T19:48:12Z,Dapur Vanna,"Bengek, ngakak baca komentar.. hahaha",0
2023-05-05T19:47:03Z,Syaf1q 1234,Ayu jngn pilih PDIP,0
2023-05-05T19:46:32Z,PUTRA DAYAK,Pak ganjar baru hanya 34%..kmaren aku lihat di tiktok..pendukung Anis bikin survey sampai 126% utk pak Anis...lucu kan..pendukung nya anis..kebanyakan makin tahi kali ya 😂😂😂,0
2023-05-05T19:20:37Z,harry setiawan_,Propaganda...mau turunin elektabilitas Anies😀,0
2023-05-05T19:20:01Z,harry setiawan_,Survey bayaran... PDIP makin anjlok,0
2023-05-05T19:14:05Z,AGS AGS,Yg melakukan surve itu makan apa ya 👍kami tetap pak Anis Baswedan 👍,0
2023-05-05T19:11:09Z,Azka Azka,mudah&quot;n rakyat Indonesia pda cerdas jgn pilih partai dan capres dri partai PDIP,0
2023-05-05T19:01:40Z,dtklp 05,"IPI Tk Memiliki Relevansi, Pslnya, Survei Itu Tk Punya Data Ril Atau Terperinci. Sudahlah Bro, Survei Itu Hanya Perbuatan Ngarongidul",0
2023-05-05T19:00:28Z,(shodikin gondol  😍💓),"Tetap pk,ganjar 👍👍👍👍👍👍<br>3/4 rakyat indonesia tetep milih pak,ganjar 💪💪💪💪",0
2023-05-05T18:43:41Z,Sukar Sono,Percaya amat sih sama Lembaga Survey itu. Mereka itu Dagang siapa yg membiayain pasti mereka yang diunggulkan. Lagu lama itu.,0
2023-05-05T18:43:22Z,Adi Aja,Tetap prabowo 2024,0
2023-05-05T18:40:47Z,fajar hamdani,Para.pengamat hasil survey ini komentarnya kurang pas ...sebab hasil angka survey itu dari orang orang yang punya hp ...sedangkan yang tidak pegang hp itu rata rata adalah petani ... Sedangkan hampir semua petani adalah pendukung Ganjar ... Maka yang benar adalah.. hasil suara pemilu nanti adalah Ganjar pranowo 54 %   Prabowo Subiyanto 35 % ... yohanes anies  11% ....maka diperkirakan dalam satu putaran pemilu selesai !!!,0
2023-05-05T18:31:54Z,Dwi Santoso,Anis nyungsep 😂,0
2023-05-05T18:29:25Z,Andri Jeconiah,"Bahaya dirubah2 malah ga jelas, dasar politik memang mudah ngurus negara,apa mau terulang lagi zaman demokrat yg banyak korupsinya,",0
2023-05-05T18:29:02Z,ucup chanel(mie ayam deso),Ganjar pranowo sak jos e,0
2023-05-05T18:19:49Z,Irianto Azis,Ganjar di pilih lembaga survei sedang Anies di pilih Rakyat dari Sabang sampai Marauke,0
2023-05-05T18:19:00Z,Anto Supar,Di saat metro tv menayangkan berita ini banyak sekali yg tidak terima dan kecewa😅😅,0
2023-05-05T18:17:49Z,M. Fauzi Roeli,yang disurvey siapa aja sih ? penasaran  😂 coba lembaga survey survey itu bikin polling online aja biar jelas 😂,0
2023-05-05T18:17:43Z,Adhar,Menurut saya pak anis yg paling baik wakilnya ibu hofifah insa allah menang,0
2023-05-05T18:16:14Z,Sholahuddin Alhadi,Perubahan Opooo...??? Perubahan dr Negara Maju menjadi Negara Gagal..??? Negara Miskin..??? Ente Ngaco bro.. Ngaca dg masa lalu.. Ngaca dg Jakarta..😂😂😂,0
2023-05-05T18:15:31Z,metropolitan,Bukti survei gagal adalah saat pilgub DKI,0
2023-05-05T18:09:43Z,Under ground,"Surve GK bisa dipercaya rakyat sdh cerdas itu bayaran,pilpres kuncinya KPU/Bawaslu,jujur kalo seperti 2019 rakyat siap  tuntut.....KPU bawaslu.",0
2023-05-05T18:09:37Z,Anak KOLTIM,"Pak andre tlg klo ngomong itu jujur sesuai kata hatinya,,jgn hari ini mulai berdusta di depan publik,,sejak dlu sy termasuk salah satu penggemar bapak,,smg kedepan nntnya bapak bs lebih jujur dlm berkata2",0
2023-05-05T17:59:15Z,Yahya Heru,Padahal mah d survey kalah juga ya<br><br>Gak usah pusing lawan Anies toh di banyak survey kalah kan<br><br>Jadi apa yang harus di takutkan betul tidak ???<br><br><br>Kecuali survei aslinya Anies tembus 42% baru kalian kelabakan<br><br><br>Lah wong ini kalah segala macam cara buat kalahkan Anies<br><br>Lah wong nyatanya d survey yang kalian buat Anies kalah<br>Jadi Yo wis gak usah takut Mase se,0
2023-05-05T17:58:48Z,Veri penjara,Survei kami rakyat tak percaya anis ri 1,0
2023-05-05T17:58:02Z,Veri penjara,Ada muhaimin pasti menang siapa yg pilih,0
2023-05-05T17:56:41Z,Luthfy Halim,Lembaga survey harus ada audit akuntabilitasnya supaya kredibel,0
2023-05-05T17:55:22Z,Bela Karnasi,Herizaki suka ngawur,0
2023-05-05T17:44:24Z,Ayu Pertiwi,Tetep PK Anis RI 1,0
2023-05-05T17:42:28Z,Alunk Retaq,GK USAH ADA PENJOBLOSAN/HAK SUARA KLO TOLAK UKUR NYA KY GT,0
2023-05-05T17:38:08Z,Milo Mili,"Anies-Ahy, Prabowo-Muhaimin dan Ganjar + ? Insyaallah putera2 terbaik bangsa. Tinggal adu visi misi yang kongkrit, cerdas, cepat dlm membangun negara dan bisa diterima oleh rakyat.",0
2023-05-05T17:35:05Z,Supri,SURFE FERSI YG BAYAR GAK BISA DIPERCAYA MBELGEDHES MENYESATKAN RAKYAT JGN PERCAYA SURFE.BERBANDING TERBALIK DGN POLING YG RIEL.,0
2023-05-05T17:34:17Z,Reinhart Sitompul,"Demokrat, Nasdem dan PKS Koalisi Perubahan apa yang mau di rubah? nanti perubahan mangkrak semua lagi haha",0
2023-05-05T17:29:34Z,Arvies Chan,"Dari mana crita nya ganjar yg paling atas elektabilitas nya, ada² aja",0
2023-05-05T17:28:26Z,Arvies Chan,"Gak usah percaya survei, bisa di beli itu survei nya, siapa tu yg membiayai nya, harus jelas dong",0
2023-05-05T17:26:26Z,Alma Muhamad,"MANTAB SDR. HERZAKI PENJELASANNYA MANTAP CALON PEMIMPIN.MASA DEPAN.<br>RAKYAT UDAH PAHAM DAN CERDAS BAHWA:<br>1. KANG SURVEY B MUHTADI, YUNARTO, ADI PRAYITNO PENDUKUNG GANJAR<br>2. JAYADI HANAN PENDUKUNG PRABOWO<br>3. HENDRI SATRIO PENDUKUNH ANIES",2
2023-05-06T19:50:09Z,AHermaT,"Herzaki, politisi kmrin sore..tau apa dia",0
2023-05-05T19:05:56Z,(shodikin gondol  😍💓),Kamu demit ya kok gak punya muka 🤣🤣🤣🤣<br>Pendukung ganjar manusia semua dan jelas rakyat Indonesia 👍👍<br>Klo pendukung wan abut gak jelas soalnya gak ada mukanya 😂🤣🤣🤣<br>Paling golongenah demit,0
2023-05-05T17:17:18Z,Sugeng Hadi P,Getombolan para mulut nyomber ngumpull cuuuuk,0
2023-05-05T17:16:04Z,Sugeng Hadi P,Survay ngawurr cuuuukk,0
2023-05-05T17:15:31Z,Alma Muhamad,YA B MUHTADI JUGA TIDAK TAU SIAPA YANG AKAN UNGGUL JADI KANG SURVEY ASAL ASALAN TERGANTUNG PESANAN. MASA SIH SEKELAS B MUHTADI TIDAK  BISA MELIHAT DAN.MENGANALISA DENGAN BAIK REKAM JEJAK PAK ANIES? B MUHTADI YA KEBANGETAN DENGAN KEILMUANNYA TIDAK BISA MELIHAT REKAM.JEJAK.PAK ANIES?,0
2023-05-05T17:13:15Z,Roni Syach,Kongkrit aje.... prestasi ape aje... reminder ye... seorang Anies mampu memberikan ide ke PBB...juga bisa ngada in formula e....,0
2023-05-05T17:12:35Z,Rahmat Geografi,Tetap prabowo<br>Ini survei mungkin survei masuk angi 😅,0
2023-05-05T17:12:02Z,Ira Ari,Alhamdulillah elektabilitas Ganjar naik terus! 🤲🙏❤️🇮🇩🤟,1
2023-05-05T17:56:28Z,Veri penjara,Naik air laut,0
2023-05-05T17:10:12Z,Is Wanto,Wes to ....<br>Pilih wong indonesia ...<br>Rasah pilih wong pejuuh oplosan .<br>Dioplos jenenge ora asli ...ra bakal cinta tanah air .<br>Jek akeh wobg pinter ...ojo milih boneka .<br>Tetep asli wong indonesia ...ngerti indonesia ...ngerti sak kabehe indonesia .<br>Ojo milih sing pura pura ngerti indonesia yen agi nyapres tok.,0
2023-05-05T17:09:58Z,Iib Kusmantoro,Paling sama nasibnya Pilgub DKI..begitu anis pemenang lembaga survei kabur ga ada suaranya pembohong.,0
2023-05-05T17:04:42Z,ZukA zukA,"Kita akan punya presiden hasil survei lagi sperti yg sebelumnya, bukan presiden murni pilihan rakyat indonesia",0
2023-05-05T17:02:42Z,Aant Kawier85,Ini yg nyiarin kan TV punya surya Paloh ya.ko Anies surveynya konsisten terus yh selalu stabil lurus dg kinerjanya yg bisanya cuma ngomong mutar muter ga jelas pantesan selalu dibelakang survey nya pilih Pranowo atau prabowo aj yg udah jelas,0
2023-05-05T17:00:01Z,AR,Indonesia bukan Jakarta dulu anis menang di Jakarta sekarang Indonesia bung ada jatim sekarang ganjar,0
2023-05-05T16:56:55Z,Muhammad Fadly,Klo pgn Indonesia kayak skrng pilih pak ganjar.. klo pgn Indonesia perubahan dr yg skrng dr berbagai sektor pilih pak anies.. klo pgn pemimpin senior dan penengah pilih pak Prabowo,0
2023-05-05T16:56:35Z,Oja Cell,Itu survey abal2..murahan..,0
2023-05-05T16:55:09Z,fajarijend,Pak anies💙,0
2023-05-05T16:54:33Z,Reinhart Sitompul,Ganjar Pranowo presiden RI 2024 karena sudah jelas untuk melanjutkan pembangunan dan memajukan Indonesia seperti pak presiden jokowidodo,0
2023-05-05T16:52:56Z,Mingkem Bae,"Koalisi perubahan, apa yg mau di rubah...bukanya memajukan sudah ada ,eh malah mau merubah... Merubah apanya otaknya gitu🤣🤣🤣🤣",0
2023-05-05T16:49:37Z,Jumadi Kempreng,Ini yang ada nama anak dewasa mau angkat bicara seleruh punya yang tugas yang calon banyak tugas jalani gak benar nanti pas ada pelehan orang satu persatu bisa yang tanya kan ada vidio anak dewesa jadi yang di sini jangan selalu punya tukar pedapat jangan panas tolong lah cati solosi yang benar gak boleh saling mendo orang yang gak punya salah ini bisa dosa marilah bisa tualar pedapt bisa cari yang akurat yang fukus assalam mualaikum,0
2023-05-05T16:47:57Z,PAGAK TV MALANG,"GANJAR BISA TERATAS LAGI HNYA HBITUNGAN MINGGU STELAH DICAPRESKAN PDIP PADAHAL SEMPAT MEROSOT TAJAM...BILA GANJAR TURUN KE BAWAH DAN RELAWANNYA SEMAKIN BANJIR TIDAK MENUTUP KEMUNGKINAN GANJAR AKAN MENANG TELAK DI PILPRES 2024 ,,SILAKAN BOLEH BEDA PENDAPAT..DEMOKRASI...SALAM DAMAI...3 CAPRES ADALAH PUTRA TERBAIK BANGSA,,BERSAING SEHAT...LANJUTKAN",0
2023-05-05T16:47:13Z,nangka kampung,"Sepertinya bekas2 kadrun sudah kembali ke metro tv...cirinya kelihatan, gak percaya survei, gak percaya kpu, dan ujungnya gak percaya mahkamah konsitusi 😂😂",0
2023-05-05T16:46:39Z,Endang Kosasih,Mau siapapun monggo  sajalah..yg penting jujur dan  damai...yg licik biar dimakan tikus jngan dimakan cacing😂😇,0
2023-05-05T16:44:48Z,Duga Donatus,Cuma cecunguk kadal yg mendukung Yaman,0
2023-05-05T16:40:52Z,Bakri Wl,Saya dari Aceh tetap anies biarpun hasil surve urutan ke 3,0
2023-05-05T16:40:42Z,Duta Prima,Begitu pun sebalik nya klw ganjar kalah diputaran pertama otomatis pemilih ganjar pasti memilih prabowo,0
2023-05-05T16:38:24Z,Jonatan Elgo,Ganjar capres terbaik 2024. 👍👍👍❤❤❤🇮🇩🇮🇩🇮🇩NKRI Jaya Selalu. Merdekaaa...!!!!!!!!!,0
2023-05-05T16:34:55Z,Jumadi Kempreng,Ini yang ada nama anak dewrsa ini yang ada mau turun  taun ini rakyat Indonesia mau bisa turun boleh ini ingat assalam mualaikum,0
2023-05-05T16:34:08Z,Mukibul palsu,"YG TUA DAN UBANAN SEBAIKNYA ISTIRAHAT SAJA. SERAHKAN SAMA PAK ANIES-AHY MUDA CERDAS, SANTUN BERKUALITAS DAN YG LEBIH UTAMA LAGI SAMA2 CUCU PAHLAWAN❤❤❤💪🏼💪🏼💪🏼",0
2023-05-05T16:31:23Z,Duta Prima,Yg jelas Anis klw mau menang arus satu putaran karna suara ganjar dan prabowo diputaran kedua bisa saling mendukung klw Anis yg tesungkur diputaran pertama pemilih Anis pasti keprabowo klw prabowa diputaran pertama yg kalah pemilih prabowo pasti memilih ganjar  mereka ngk mau memilih Anis karna dianggap ber hianat keprabowo jadi berat Anis bakal menang kecuali diputaran pertama pemilih Anis limapuluh persen lebih,0
2023-05-05T16:30:53Z,Ontar Antir Channel,Survei untuk populasi Jakarta saja melesat. Ini apalagi pupolasinya seluruh Indonesia jauh dari akurat,0
2023-05-05T16:30:04Z,Mukibul palsu,YG DISURVEI SIAPA? 🤣😂😂 KLO FAKTA DILAPANGAN NYATA DUKUNGAN RAKYAT MEMBLUDAK UNTUK PAK ANIES❤❤❤💪🏼💪🏼,0
2023-05-05T16:20:32Z,KL Official,"surve taik,, Di bayar sama PDIP",0
2023-05-05T16:15:41Z,Vikal Vikal,Mantap 100 persen. Jayalah NKRI Jayalah Jokowi Jayalah Ganjar Pranowo Capres The Best Of The Best sebagai The Next Jokowi NKRI Maju.,0
2023-05-05T16:08:04Z,Dwiviko Saputro,Udah 2x pilih Prabowo yang 3x tetap Prabowo gak peduli kalah atau menang .,1
2023-05-05T16:07:58Z,Jeffrey Goll,Dari mana sih surve Anus 25%.orang buta pun ngak percaya.apa lgi orang waras.surve kadrun😅,0
2023-05-05T16:07:37Z,Al maun,"SURPEI BISA DI BAYAR KATA MAK,BANTENG!!!..😂😂😂😂😂😂😂😂",0
2023-05-05T16:06:51Z,Pasar malam,Saya gak pilih parati saya pilih oranya yg baik dan tegas. Ya itu ganjar pranowo,0
2023-05-05T16:02:48Z,z,Survey duit oleh monyet2 yg muncul waktu menjelang pemilu,0
2023-05-05T15:56:01Z,akhiri yanto,"BAPAK ANIES BAKAL CALON PRESIDEN REPUBLIK INDONESIA<br>CERDAS.....<br>JUJUR.....<br>AMANAH....<br>SANTUN....<br>MARI KITA DUKUNG DAN KITA KAWAL BELIAU SEBAGAI:<br><br><br><b>ANIES BAPAK JURKAM NASIONAL</b><br><br>MENGOLAH KATA MENJADI NARASI TAJAM<br>KECEPATAN KATANYA BERBANDING TERBALIK DENGAN KINERJANYA<br><br><b>ANIES BAPAK JURKAM NASIONAL</b><br><br><b><i>SANG PENGUSUNG NARASI REKAM JEJAK</i></b><br>REKAM JEJAK POLITIK ANIES:<br>JURKAM DEMOKRAT<br>JURKAM PDI P/JOKOWI<br>JURKAM GERINDRA<br>JURKAM NASDEM<br><br><br><b>ANIES BAPAK JURKAM NASIONAL</b><br><br>TIDAK MAU MASUK DAN BERJUANG BERSAMA PARTAI POLITIK MAU NYA NUMPANG SAJA.<br>CERMINAN BUKAN MEMPERJUANGKAN IDIOLOGI  TAPI HANYA MENCARI KEKUASAAN. <br>TIDAK YAKIN DENGAN GERINDA,PKS?<br>YANG TELAH MENGANTARKAN MENJADI DKI 1.<br>DENGAN MENINGGALKAN LUKA/KECEWA KADER PARTAI YANG TELAH BERJUANG DENGAN WAKTU, TENAGA, MATERI UNTUK MEMBESARKAN PARTAI.<br>KALAU NYAKIN DAN MERASA BANYAK PENDUKUNGNYA MENGAPA TIDAK BIKIN PARTAI POLITIK SENDIRI ?<br>BUKTI <b>KESOMBONGAN DAN KEANGKUHAN INTELEKTUAL ANIES</b> DIBALIK TUTUR KATA DAN BAHASA TUBUH YANG DISANJUNG PENDUKUNGNYA.<br><br><b>ANIES BAPAK JURKAM NASIONAL</b><br><br><b><i>SANG ANTI PENCITRAAN</i></b><br>AGAR DIANGGAP PAHLAWAN BERANI MENGUMBAR JANJI KOSONG MENGAMBIL MOMENTUM UNTUK KEPENTINGAN SESAAT  ( RUMAH DP 0%)<br><br><b>ANIES BAPAK JURKAM NASIONAL</b><br><br><b><i>SANG KONSEPTOR</i></b><br>INDONESIA BANYAK ORANG PANDAI DENGAN SEGUDANG GAGASAN/KONSEP. TAPI <b>SELALU GAGAL DI EKSEKUSI</b><br>YANG DIPERLUKAN SAAT INI ADALAH <b>KERJA...KERJA...KERJA</b><br>BUKAN LAGI GAGASAN/KONSEP DI TATARAN TEORI.<br><br><b>ANIES BAPAK JURKAM NASIONAL</b><br><br><b><i>SANG ANTI OLIGARKI</i></b><br>DENGAN LUASNYA WILAYAH DAN JUMLAH PEDUDUK. UNTUK KAMPANYE R1 BUTUH BIAYA BUNG.....<br>BEDA DENGAN JURKAM. <br>PARTISAN ANIES (ANTI OLIGARKI)<br>BANGUN-BANGUN DARI MIMPI,JANGAN MUNAFIK, JANGAN MERASA SUCI SENDIRI, JANGAN MERASA PALING BENAR : PINJAMKAN ANIES ONTA RAGUNAN UNTUK KENDARAN POLITIKNYA.BIAR TDK NAIK JET PRIBADI.<br><br>SEMOGA BELIAU <b>TERUS MENJADI BAKAL CALON RI 1 SAMPAI AKHIR PEMILIHAN</b>",0
2023-05-05T15:52:47Z,Fajar Lichick,APAPUN KATA SURVEI KAMI SEKELUARGA TETAP PILIH PAK ANIS,0
2023-05-05T15:44:01Z,end game,"Vote saja d media,, biarkan rakyat memilih....itu baru reall survey",1
2023-05-08T14:14:12Z,end game,"Ambil saja suara para buzer Rp sana smua....auto menang tuh survey huahahahh, dasar begok",0
2023-05-08T14:12:59Z,end game,"@Gidion Frengky wkwkwk...lucunya anda huahahahahah, panik yaaa...panik,",0
2023-05-07T08:39:43Z,Gidion Frengky,"Makanya sekolah dulu yg pinter...klo vote di media itu namanya polling,klo survei itu metodologi harus sesuai populasi dan tersebar merata di seluruh INDONESIA...DALAM MENGAMBIL SAMPLE RESPONDEN..SURVEI YG BENAR ITU MELIHAT KEPADATAN PENDUDUK DI SATU WILAYAH YG DISURVEI,MISALNYA DI JABAR,JATENG DAN BANTEN...DI PROPINSI ITU RESPONDEN BISA DIAMBIL MISALNYA 100 ORANG TP DI PAPUA DAN PAPUA BARAT CUMA DIAMBIL SAMPLE 10 ORANG karna memakai multistage random sample...metoda survei itu bisa dipertanggungjawabkan jika memakai metolologi yg benar...tp memang kadang2 lembaga survei melenceng karna itu di INDONESIA dikenal lembaga2 survei yg CREDIBLE SEPERTI SMRC,POLTRAKING,INDOBAROMETER,LSI,CYRRUS....SEDANG YG TIDAK KREDIBLE ITU SEPERTI MEDIAN....",0
2023-05-05T15:43:54Z,frizh,Anies-AHY sipil-militer sangat cocok dan harapan rakyat untuk perubahan dan keadilan dan kebenaran,0
2023-05-05T15:43:44Z,Irwansyah,Survai inilah yg akhir nya capres nya yg  jadi pertanyaan besar ? Siapa bayar apa ? Dan ngak usahlah pakai survai survai yg membingungkan . Moral calon pemimpin itu hrs terukur. Masak iya calon pemimpin penonton BOKEP jadi teratas?  Emang mayoritas pemilih nya dungu atau gmn ? Gara2 survai ini lah jadi bingung padahal Ibu Puan jauh LBH bermartabat ketua DPR-RI . Lagian . Yg dapat mengukur itu Badan Statistik .,0
2023-05-05T15:43:26Z,Dotru Dana,Coba media massa tdk usah meliput survey survey yg menyesatkan itu..jgn jgn lembaga survei membayar ke media.. agar di selalu menjadi headline di media media besar di Indonesia utk mempengaruhi pilihan masyarakat......tdk usah pemilu langsung saja Lantik.,0
2023-05-05T15:42:59Z,Zulkarnadi Zulkarnadi,"TDK perlu survei ,rekayasa di bayar pembohongan fakta ,kalau saja jujur pasti ANIS RI 1.<br>orang waras pasti dukung Anis,<br>Kecuali orang dungu apa kata Roki g3rung",0
2023-05-05T15:42:45Z,Jonris Simarmata,ELEKTABILITAS SI ANIS TIDAK BAKALAN NAIK ITU SD PEMILU 2024 ! MAKSIMAL SUARA NASIONAL 27 %,0
2023-05-05T15:42:39Z,ishak jbb,Yg jelas Anies itu tetap hrs dgn Ahy.,0
2023-05-05T15:42:08Z,Lamberto Langoday,"Percaya atau tidak, Ganjar pranowo presiden berikutnya.",0
2023-05-05T15:41:50Z,Atia Joya,Allah akan tolong pak anessss amin,0
2023-05-05T16:31:36Z,Atia Joya,"@Saroha Sinaga insa Allah dia pasti ikut,, klu pk anis tdk jd capres itu artinya mereka takut ,lihat donk komentar msarakat d HP mu (klau pk anes tdk ikut jd capres bos belum rezekinya , bkn Allah tdk menolongny",0
2023-05-05T16:12:05Z,Saroha Sinaga,Jika Anis gak jadi capres apa anda akankatakan Allah tak menolong,0
2023-05-05T15:39:41Z,ishak jbb,Ini komentator yg berat ke pdip ini.,0
2023-05-05T18:29:00Z,ishak jbb,Saya memang cuma tamat SD Mbah .tapi itumenurut saya tapi kalau Mbah memprediksi demikian ya enggak ada masalah sebab saya hanya petani kasian jadi harap maklum ..,0
2023-05-05T17:30:08Z,Nisa Aulia,@ishak jbb <br>Piknitmu kurang jauh,0
2023-05-05T17:21:06Z,ishak jbb,Metro itukan miliknya Surya Pallo .tapi saya melihat langsung dia enggak memihak ke siapa2 .metro itu nasionalis .sebab kalau dia berpihak nantinya dia tidak disukai orang sementara metro itu adalah bergerak dlm bidang komunikasi untuk semua.,0
2023-05-05T15:41:07Z,Nisa Aulia,Kalau metro tv beratnya kemana??,0
2023-05-05T15:38:41Z,Atia Joya,Kalau pemilu ini  tdk ad permainan pasti pak anies jd pemenangnya contohnya saya tdk lari lg dr pak anes,0
2023-05-05T15:42:31Z,Nisa Aulia,Ooh.... jadi kalau ganjar yg menang itu pasti curang ya??,0
2023-05-05T15:36:50Z,SATRIA CAHYO,Perubahan apanya lah. .,0
2023-05-05T15:36:46Z,Ria Cinta,"Matematika pemilih bodoh aja dah pasti yang jadi presider pasti ganjar, apalagi pemilih pandai 1 putaran aja dah selesai",0
2023-05-05T15:34:57Z,Subagio Subagio,Ganjar dan Prabowo gk sulit utk mencari wacapres. tapi yang siap jadi cawapres Anis cuma Ahy. Sandiaga itu kalau gk kapok. Aher. Haikal. Rizik,0
2023-05-05T15:34:51Z,Agani Cahya,Ganjar gaspoll,0
2023-05-05T15:31:41Z,Edi Tumbay,"Buat poling secara terbuka supaya fair, bukan survey2 yang di bayar",0
2023-05-05T15:30:34Z,Mashudi Pwd,"Netralitas penguasa di pertanyakan,, para surveyer bayaran merapat ke penguasa,,",0
2023-05-07T14:26:43Z,212wedan,3 anak nasdrun yg tiap hari masih ikut makan penguasa  juga mempertanyakan .....brewok bahadur pelacur politik menjijikkan....😂😂😂,0
2023-05-05T15:34:00Z,Nisa Aulia,Kenapa ya?? Orang kok kalau yg di dukung ada di bawah ngomongnya yg aneh2,0
2023-05-05T15:30:08Z,nur adi mahendra,Ciayumajakuning Anies,0
2023-05-05T15:48:31Z,Nisa Aulia,Saya orang cirebon. Di tempat saya yg dukung anies cuma rombongan celana cingkrang doang. Itu juga paling ada cuma berapa biji,0
2023-05-05T15:29:59Z,Catoer Antique,Semoga GP next Presiden RI 2024-2029..Aamiin..,0
2023-05-05T15:29:08Z,NUsep Video,Siapapun yg teratas di dalam lembaga survei saya tidak percaya,0
2023-05-05T15:59:54Z,NUsep Video,"@Nisa Aulia tahun 2024 kalau pilihan saya kalah lagi yg terpenting jangan ada kecurangan itu aja sih, siapapun jangan curang!!",0
2023-05-05T15:36:41Z,Nisa Aulia,Itu karena jagoanmu ada di bawah. Coba saja jika yg di dukung ada di atas pasti bilangnya 1000% percaya,0
2023-05-05T15:28:09Z,Cristian junior,Ganjar❤❤❤❤,0
2023-05-05T15:27:57Z,opick freelancer,Yang real tuh yang komen disini ini. Pasti lebih unggul ke pak Anies,0
2023-05-05T15:25:51Z,ARIFIN MOCHAMMAD,"Lembaga survey kn tergantung siapa yg pesan dan siapa yg bayar, kl yg bayarnya penguasa dan oligarki paati akan menggunggulkan Capres yg diendorse penguasa.",0
2023-05-05T15:25:51Z,Foto Copy Channel,Survei siluman berduit,0
2023-05-05T15:38:12Z,Nisa Aulia,Kalau METRO gimana?? Tv siluman bukan??,0
2023-05-05T15:25:02Z,abs1234,Gabjar mahfud auto menang,0
2023-05-05T15:21:06Z,Ony da,"Puas dari mananya coba turun ke Masyarakat cek langsung Masyarakat usaha susah, lapangan kerjaan sulit di dapat",0
2023-05-05T15:20:28Z,Rijal Batubara,Semakin pintar berbohong dia semakin bangga sipat dan ciri2 orang munafik,0
2023-05-05T15:18:58Z,Mahdi Di bengkulu,Metro tv kurang jeli memilih acara ...kok survey abal2 jadi topik ..katanya punya Surya Paloh ...cari topik yg bermutu lah jgn topik tipu tipu nggak mutu....,0
2023-05-05T15:39:57Z,Nisa Aulia,Jagoanmu ada di bawah saja bilangnya tipu?? Coba kalau di atas... pasti bilang ini realita,0
2023-05-05T15:15:32Z,pimpinan baliho,"Metro tv, tv one ,kompas tv dan tv² berita lainnya  saya yakini masyarakat sudah tidak lagi mau menonton canel anda termasuk saya. Buat saya tv yang di atas saya sudah anggap NAJIS BESAR.",0
2023-05-05T15:14:50Z,Anne Anne,Elektabilitas bs d bikin kurang percaya jd bingung,0
2023-05-05T15:13:11Z,RELAXATION MUSIC,2024 Say NO to PDIP.<br>Sudah cukup 2 periode kita memiliki presiden petugas partai yg selalu di setir oleh ketua Partai.,0
2023-05-05T15:12:49Z,Anne Anne,Elektabilitas tdk menjamin,0
2023-05-05T15:11:14Z,pimpinan baliho,"Maaf yah saya rakyat Indonesia, sangat tidak butuh survey² mana pun, yang pada intinya hasilnya hanya fitnah. Saya butuh presiden 2024 itu presiden yang bisa mensejahterakan rakyat bukan hanya membangun beton tapi, harga bahan pokok murah dan komunikasi luar negeri yang baik pergaulan luarnegeri baik. Jujur saya meyakini pendapat saya, saya yakin 2024 Jokowi belom lengser kawatir perang dunia akan terjadi di 2024.  Saya pribadi sangat berharap Indonesia presiden ya bisa bergaul dikanca internasional. Karna percuma Indonesia bangun tol bangun LRT/MRT/kereta cepat, kalo presiden indonesia tidak bisa bergaul di internasional apa lagi sekrang Russia dan NATO sedang perang ambang nuklir sudah di ujung tanduk. Apa yang sudah di bangun tidak ada arti apa apa jika nuklir salah satu negara jatuh kebumi. LRT MRT kereta cepat ibukota IKN bakal rata jadi tanah.",0
2023-05-05T15:09:55Z,Andi70,"Hari gini masih percaya dgn lembaga Survey ?  Ngga kapok dgn pemilu2x sebelumnya, yg banyak bohongnya.Hanya berdasarkan pesanan yang berkuasa.",0
2023-05-05T15:09:01Z,Muhammad najmi Muqtafa,Survey nya dibayar berapa ya saya gk percaya.,0
2023-05-05T15:07:56Z,Tutik Dmc,"Jelas anies yg unggul, kan di usung nasdem",0
2023-05-05T15:07:27Z,Muhammad najmi Muqtafa,Surve ngapusi.,0
2023-05-05T15:01:16Z,Muhammad Yulianto,Anis Baswedan,0
2023-05-05T14:59:16Z,Van Swandi,Ganjar mantap,0
2023-05-05T14:59:00Z,M Panjidinihari,"Kenapa TV ga mau membahas hasil poling... Survei respondennya cuma 1000, 2000 orang.. Poling ratusan ribu..",0
2023-05-05T14:58:27Z,Your News,ADA YG PANIK NIH NOMOR 3😂,0
